ID,TITLE,TYPE,IMDB_SCORE,RELEASE_YEAR,ENGAGEMENT_SCORE,DESCRIPTION_SENTIMENT,SENTIMENT_BUCKET
ts53357,Fuuka,SHOW,6.3,2017,5.39,0.22225074,Neutral
ts84464,Anima Yell!,SHOW,7.8,2018,6.02,0.53965473,Positive
ts83187,Full Metal Panic! Invisible Victory,SHOW,7.5,2018,4.97,0.24766682,Neutral
ts56112,Love Tyrant,SHOW,6.3,2017,5.3,0.24772747,Neutral
ts89852,Homicide City,SHOW,7.5,2018,6.64,0.41050202,Positive
ts82414,Muhyo & Roji's Bureau of Supernatural Investigation,SHOW,7.1,2018,5.9,0.4209487,Positive
ts75776,Juni Taisen: Zodiac War,SHOW,6.6,2017,5.88,0.21908021,Neutral
ts55801,Clockwork Planet,SHOW,5.3,2017,4.95,0.38347054,Positive
ts77519,Katana Maidens: Toji no Miko,SHOW,5.4,2018,4.99,0.31437063,Positive
ts77517,HAKYU HOSHIN ENGI,SHOW,6,2018,4.9,0.13456944,Neutral
ts77773,IDOLiSH7,SHOW,7.3,2018,5.38,0.20845295,Neutral
ts58357,Magical Circle Guruguru,SHOW,7.2,2017,5.61,0.18249662,Neutral
ts75761,Dies Irae,SHOW,4.3,2017,4.22,0.29816133,Neutral
ts80087,Dances with the Dragons,SHOW,6.1,2018,4.94,0.24305952,Neutral
ts75905,Jigoku Shoujo: Yoi no Togi,SHOW,6.3,2017,5.2,0.290488,Neutral
ts82039,Holmes of Kyoto,SHOW,6.7,2018,5.14,0.413473,Positive
ts78454,Gundam Build Divers,SHOW,6.9,2018,5.74,0.62086815,Positive
ts77788,Magical Girl Ore,SHOW,6.3,2018,5.38,0.12370723,Neutral
ts84278,Ulysses: Jeanne d'Arc and the Alchemist Knight,SHOW,5,2018,4.94,0.1486161,Neutral
ts79352,My Sweet Tyrant,SHOW,6.4,2018,5.36,0.03441409,Neutral
ts80099,Isekai Izakaya: Japanese Food From Another World,SHOW,7.5,2018,5.64,0.06777799,Neutral
ts75769,Kino's Journey: The Beautiful World,SHOW,7.2,2017,5.84,0.22825073,Neutral
ts58049,THE REFLECTION,SHOW,5.9,2017,4.48,0.21330689,Neutral
ts84552,As Miss Beelzebub Likes It.,SHOW,6.2,2018,5.12,-0.035169404,Neutral
ts82037,Chio's School Road,SHOW,7.4,2018,5.88,0.12453714,Neutral
ts75758,Code:Realize,SHOW,7.3,2017,5.22,0.16467461,Neutral
ts82331,Angolmois: Record of Mongol Invasion,SHOW,7.1,2018,5.66,0.015874695,Neutral
ts84395,Hinomaru Sumo,SHOW,7.3,2018,5.64,0.062471997,Neutral
ts82105,Island,SHOW,5.2,2018,4.65,0.1746882,Neutral
ts82215,Miss Caretaker of Sunohara-sou,SHOW,6.5,2018,5.67,0.23991957,Neutral
ts77772,Hakata Tonkotsu Ramens,SHOW,7.1,2018,5.78,0.36330432,Positive
ts56243,The World Yamizukan,SHOW,4.9,2017,4.76,0.27123636,Neutral
ts56248,Kenka Banchou Otome: Girl Beats Boys,SHOW,6.5,2017,4.98,0.15781254,Neutral
ts80091,Major 2nd,SHOW,7.8,2018,6.14,0.16812642,Neutral
ts81087,Fist of the Blue Sky: Regenesis,SHOW,4.1,2018,4.28,0.17849968,Neutral
ts77777,How to Keep a Mummy,SHOW,7.1,2018,6.1,0.3549365,Positive
ts56253,The Silver Guardian,SHOW,6.1,2017,5.28,0.33129868,Positive
ts84310,Jingai-san no Yome,SHOW,5,2018,4.17,0.17666984,Neutral
ts58031,A Centaur's Life,SHOW,5.4,2017,5.21,0.40926513,Positive
ts84687,Voice of Fox,SHOW,7.1,2018,6.25,0.30846298,Positive
ts56252,Hinako Note,SHOW,7,2017,5.59,0.2387865,Neutral
ts75774,Our Love Has Always Been 10 Centimeters Apart.,SHOW,6.8,2017,6.03,0.385069,Positive
ts79329,Comic Girls,SHOW,6.9,2018,5.52,0.3727635,Positive
ts75762,GARO -VANISHING LINE-,SHOW,7,2017,5.72,0.2689603,Neutral
ts84522,Conception,SHOW,3.8,2018,4.5,0.083103195,Neutral
ts56242,KADO: The Right Answer,SHOW,6.6,2017,5.74,0.24709119,Neutral
ts56318,Room Mate,SHOW,5.2,2017,4.23,0.7316809,Positive
ts84577,Merc Storia: The Apathetic Boy and the Girl in a Bottle,SHOW,5.9,2018,5.15,0.18178841,Neutral
ts53289,ACCA: 13-Territory Inspection Dept.,SHOW,7.1,2017,5.77,0.28831196,Neutral
ts82274,Drop Kick on My Devil!!,SHOW,6.2,2018,5.24,0.38986638,Positive
ts82129,Phantom in the Twilight,SHOW,5.9,2018,4.42,0.16576806,Neutral
ts82038,Mr. TONEGAWA Middle Management Blues,SHOW,7.1,2018,5.59,0.0072583584,Neutral
ts77697,Today's Menu for the Emiya Family,SHOW,7.3,2017,6.05,0.62498367,Positive
ts58143,Convenience Store Boy Friends,SHOW,6.4,2017,5.5,0.3002667,Positive
ts58054,Chronos Ruler,SHOW,5.9,2017,4.89,0.14978026,Neutral
ts75861,Two Car,SHOW,5,2017,3.66,0.3571015,Positive
ts75867,TsukiPro the Animation,SHOW,3.4,2017,4.38,0.77110267,Positive
ts77748,Slow Start,SHOW,6.6,2018,5.49,0.12288017,Neutral
ts80083,Nil Admirari no Tenbin: Teito Genwaku Kitan,SHOW,7.2,2018,4.87,0.3409421,Positive
ts58039,7O3X Fastest Finger First,SHOW,6.4,2017,4.71,0.32261682,Positive
ts87037,ルパン三世 PART5,SHOW,7.9,2018,6.62,0.20369245,Neutral
ts84277,Ms. Vampire Who Lives in My Neighborhood.,SHOW,6.4,2018,4.58,0.22685869,Neutral
ts82107,HANEBADO!,SHOW,6.3,2018,5.47,0.52361065,Positive
ts53305,Chaos;Child,SHOW,5.7,2017,4.76,0.15079278,Neutral
ts77419,Märchen Mädchen,SHOW,6,2018,4.52,0.14374335,Neutral
ts53373,Nyanko Days,SHOW,6.5,2017,5.06,0.3796176,Positive
ts80089,You Don't Know GUNMA Yet.,SHOW,4.7,2018,3.68,0.28932872,Neutral
ts82386,Lord of Vermilion: The Crimson King,SHOW,5.1,2018,4.55,0.18763565,Neutral
ts77446,Ms. Koizumi Loves Ramen Noodles,SHOW,6.5,2018,5.43,0.43105575,Positive
ts84401,UzaMaid!,SHOW,6.1,2018,5.62,0.22144821,Neutral
ts80894,Planet With,SHOW,6.7,2018,4.81,0.11315178,Neutral
ts53372,Hand Shakers,SHOW,3.1,2017,3.6,0.29563266,Neutral
ts75763,Evil or Live,SHOW,5.9,2017,5.06,0.16298467,Neutral
ts53304,Chiruran 1/2,SHOW,4,2017,3.28,0.75107366,Positive
ts55761,Alice & Zoroku,SHOW,6.8,2017,5.77,0.15195915,Neutral
ts58036,Elegant Yokai Apartment Life,SHOW,7,2017,5.47,0.21746178,Neutral
ts53366,Marginal#4 Kiss Kara Tsukuru Big Bang,SHOW,5.7,2017,5.12,0.24300902,Neutral
ts67979,Where Did It Come From?,SHOW,8.4,2017,3.63,0.19368325,Neutral
ts58405,The Irresponsible Galaxy Tylor,SHOW,2.9,2017,3.35,0.32431707,Positive
ts86157,"Welcome, Chitose-chan",SHOW,7.3,2018,5.94,0.31389606,Positive
ts56326,The Laughing Salesman NEW,SHOW,7,2017,5.25,0.25598732,Neutral
ts53358,ēlDLIVE,SHOW,6.3,2017,4.53,0.25435355,Neutral
ts82024,We Rent Tsukumogami,SHOW,6.9,2018,5.89,0.3472036,Positive
ts84491,Armor Shop for Ladies & Gentlemen,SHOW,5.2,2018,4.94,0.19625221,Neutral
ts53431,Schoolgirl Strikers: Animation Channel,SHOW,5.8,2017,4.8,0.3611382,Positive
ts58051,Angel's 3Piece!,SHOW,6.4,2017,5.42,0.46568438,Positive
ts81981,Late Night! The Genius Bakabon,SHOW,6,2018,3.96,0.009210681,Neutral
ts77786,The Ryuo's Work is Never Done!,SHOW,6.1,2018,5.11,0.0669012,Neutral
ts56250,The Royal Tutor,SHOW,7.1,2017,5.82,0.15317236,Neutral
ts89806,スナックワールド,SHOW,4.2,2017,2,0.46030968,Positive
ts75863,Urahara,SHOW,5.6,2017,4.73,0.052433383,Neutral
ts80088,Gurazeni: Money Pitch,SHOW,6.5,2018,5.92,0.18055846,Neutral
ts84366,Himote House: A Share House of Super Psychic Girls,SHOW,8,2018,5.36,0.28354356,Neutral
ts84063,"RErideD – Derrida, who leaps through time –",SHOW,6.2,2018,4.6,0.2193175,Neutral
ts80077,Space Battleship Tiramisu,SHOW,6.2,2018,5.19,0.24718146,Neutral
ts84333,Between the Sky and Sea,SHOW,5,2018,4.31,0.038876846,Neutral
ts83598,Double Decker! Doug & Kirill,SHOW,7.3,2018,5.78,0.29821575,Neutral
ts53374,Kirakira☆Precure a la Mode,SHOW,7.9,2017,4.76,0.3077901,Positive
ts84237,Xuan Yuan Sword Luminary,SHOW,6.4,2018,5.89,0.059728496,Neutral
ts84965,Operation Han-Gyaku-Sei Million Arthur,SHOW,6.1,2018,5.01,-0.04369409,Neutral
ts57808,Hina Logic: From Luck & Logic,SHOW,5.3,2017,5,0.42185536,Positive
ts82036,Music Girls,SHOW,5.6,2018,4.29,0.23100892,Neutral
ts53364,Minami Kamakura High School Girls Cycling Club,SHOW,6.4,2017,4.84,0.24059737,Neutral
ts78563,gdgd men's Party,SHOW,6.2,2018,2.75,0.27248263,Neutral
ts87466,Demon Slayer: Kimetsu no Yaiba,SHOW,8.7,2019,7.6,0.23543912,Neutral
ts222852,Jujutsu Kaisen,SHOW,8.6,2020,7.4,0.406465,Positive
ts84631,The Rising of the Shield Hero,SHOW,8.1,2019,7.13,0.25800604,Neutral
ts84657,Kaguya-sama: Love is War,SHOW,8.5,2019,7.25,0.40253365,Positive
ts89550,Fire Force,SHOW,7.6,2019,6.79,0.2319096,Neutral
ts87563,Dr. Stone,SHOW,8.2,2019,7.16,0.1346048,Neutral
ts84633,The Promised Neverland,SHOW,8.4,2019,7.39,0.12429611,Neutral
ts224068,The Misfit of Demon King Academy,SHOW,7.3,2020,6.54,0.1071614,Neutral
ts224165,Tower of God,SHOW,7.7,2020,6.78,0.30488572,Positive
ts232804,Digimon Adventure,SHOW,7,2020,5.87,0.2285235,Neutral
ts89560,Given,SHOW,8.3,2019,7.07,0.27203068,Neutral
ts87564,Arifureta: From Commonplace to World's Strongest,SHOW,7.1,2019,6.47,0.1673955,Neutral
ts217704,Ascendance of a Bookworm,SHOW,7.9,2019,6.63,0.15090135,Neutral
ts217722,Welcome to Demon School! Iruma-kun,SHOW,7.6,2019,6.66,0.34418434,Positive
ts225545,The God of High School,SHOW,7.3,2020,6.57,0.1834797,Neutral
ts226373,Moriarty the Patriot,SHOW,8,2020,6.66,0.26668793,Neutral
ts84640,Domestic Girlfriend,SHOW,6.8,2019,6.31,0.24647413,Neutral
ts225079,Uzaki-chan Wants to Hang Out!,SHOW,6.9,2020,6.22,0.4859934,Positive
ts88363,"Why the Hell are You Here, Teacher!?",SHOW,6.3,2019,6.07,0.26889712,Neutral
ts216555,"Science Fell in Love, So I Tried to Prove It",SHOW,6.9,2020,6.04,0.22604595,Neutral
ts87375,Wise Man’s Grandchild,SHOW,6.8,2019,6.21,0.16709179,Neutral
ts222729,Toilet-Bound Hanako-kun,SHOW,7.8,2020,6.01,0.32633293,Positive
ts223380,"Bofuri: I Don’t Want to Get Hurt, so I’ll Max Out My Defense.",SHOW,7.5,2020,6.2,0.15553819,Neutral
ts221078,In/Spectre,SHOW,6.6,2020,5.95,0.2925878,Neutral
ts255407,Dragon Quest: The Adventure of Dai,SHOW,8,2020,6.53,0.27684784,Neutral
ts86186,The Quintessential Quintuplets,SHOW,7.7,2019,6.81,0.1567643,Neutral
ts186408,Keep Your Hands Off Eizouken!,SHOW,8.2,2020,6.75,0.6022603,Positive
ts220153,Plunderer,SHOW,6.3,2020,5.95,0.13874492,Neutral
ts87471,Darwin's Game,SHOW,7.3,2020,6.3,0.22757074,Neutral
ts102805,Fate/Grand Order - Absolute Demonic Front: Babylonia,SHOW,7.3,2019,6.2,0.19445817,Neutral
ts90314,Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,SHOW,5.1,2019,4.53,0.37101915,Positive
ts223258,Gleipnir,SHOW,6.8,2020,6.12,0.18617015,Neutral
ts86176,My Roommate is a Cat,SHOW,7.7,2019,6.36,0.33948368,Positive
ts213189,Isekai Cheat Magician,SHOW,5.2,2019,4.85,0.27051124,Neutral
ts89551,How Heavy Are the Dumbbells You Lift?,SHOW,7,2019,6.04,0.32196638,Positive
ts87763,gen:LOCK,SHOW,7.3,2019,6.13,0.07835933,Neutral
ts225675,Noblesse,SHOW,7,2020,6.35,0.21072607,Neutral
ts222505,My Next Life as a Villainess: All Routes Lead to Doom!,SHOW,7.3,2020,6.18,0.23933472,Neutral
ts225134,Princess Connect! Re:Dive,SHOW,6.3,2020,5.45,0.14525297,Neutral
ts88954,We Never Learn: BOKUBEN,SHOW,7,2019,6.3,0.3661181,Positive
ts217527,Azur Lane,SHOW,5.6,2019,5.34,0.21947387,Neutral
ts231077,Rent-a-Girlfriend,SHOW,7.3,2020,4.03,-0.0334976,Neutral
ts88669,YU-NO: A Girl Who Chants Love at the Bound of This World,SHOW,6.4,2019,5.55,0.18087512,Neutral
ts88985,Ao-chan Can't Study!,SHOW,6.4,2019,5.77,0.00065561564,Neutral
ts222382,Wandering Witch: The Journey of Elaina,SHOW,7,2020,5.89,0.38300386,Positive
ts218885,Somali and the Forest Spirit,SHOW,7.5,2020,6.12,0.16808201,Neutral
ts225854,I'm Standing on a Million Lives,SHOW,6.5,2020,5.59,0.12480105,Neutral
ts240634,Akudama Drive,SHOW,7.4,2020,3.93,0.13694704,Neutral
ts85668,Boogiepop and Others,SHOW,6.4,2019,5.47,0.26325652,Neutral
ts236728,Mr Love: Queen's Choice,SHOW,6.2,2020,4.96,0.15466653,Neutral
ts255514,Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!,SHOW,8.3,2020,6.9,0.28999954,Neutral
ts236537,By the Grace of the Gods,SHOW,7.1,2020,6.22,0.16757596,Neutral
ts224648,Monster Girl Doctor,SHOW,6.1,2020,5.3,0.0697975,Neutral
ts89562,To the Abandoned Sacred Beasts,SHOW,6.3,2019,5.66,0.1591852,Neutral
ts225665,Onyx Equinox,SHOW,7.1,2020,6.15,-0.09660248,Neutral
ts219078,Ahiru no Sora,SHOW,7.3,2019,6.3,0.2986687,Neutral
ts187246,A Certain Scientific Accelerator,SHOW,6.9,2019,5.8,0.062210735,Neutral
ts89552,"Demon Lord, Retry!",SHOW,6.7,2019,5.89,0.17482756,Neutral
ts90371,Mobile Suit Gundam: The Origin - Advent of the Red Comet,SHOW,7.8,2019,5.91,0.2958107,Neutral
ts216695,High School Prodigies Have It Easy Even in Another World!,SHOW,6.2,2019,5.01,0.22606878,Neutral
ts221718,Adachi and Shimamura,SHOW,7.2,2020,5.72,0.36596435,Positive
ts90312,"If It's for My Daughter, I'd Even Defeat a Demon Lord",SHOW,6.9,2019,5.87,0.20777263,Neutral
ts223236,Seton Academy: Join the Pack!,SHOW,6.6,2020,6.01,0.16843475,Neutral
ts251712,I Tried Asking While Kowtowing,SHOW,4.3,2020,3.77,0.15885513,Neutral
ts222812,Kakushigoto,SHOW,7.4,2020,6.17,0.19461335,Neutral
ts224909,Shadowverse,SHOW,6,2020,4.98,0.28511855,Neutral
ts286384,Love Live! Nijigasaki High School Idol Club,SHOW,7.3,2020,5.27,0.10280568,Neutral
ts90309,Are You Lost?,SHOW,6.2,2019,5.66,0.059458945,Neutral
ts221850,The Case Files of Jeweler Richard,SHOW,6.9,2020,5.35,0.23790573,Neutral
ts84641,Magical Girl Spec-Ops Asuka,SHOW,6.4,2019,5.17,0.12400223,Neutral
ts226464,Bungo and Alchemist -Gears of Judgement-,SHOW,6.7,2020,4.82,0.045104362,Neutral
ts236900,Iwa Kakeru! Sport Climbing Girls,SHOW,6,2020,5.33,0.52408993,Positive
ts89554,Magical Sempai,SHOW,6.1,2019,5.78,-0.025084948,Neutral
ts223219,SUPER HxEROS,SHOW,5.4,2020,4.73,0.15413739,Neutral
ts88978,Mix: Meisei Story,SHOW,7.3,2019,6.07,0.39753342,Positive
ts86890,Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note,SHOW,6.9,2019,5.87,0.19183725,Neutral
ts88982,The Helpful Fox Senko-san,SHOW,6.9,2019,6.22,0.21224754,Neutral
ts222360,Infinite Dendrogram,SHOW,5.9,2020,5.05,0.5055184,Positive
ts88999,Isekai Quartet,SHOW,6.9,2019,5.72,-0.22078216,Neutral
ts224775,The Millionaire Detective – Balance: UNLIMITED,SHOW,7.3,2020,5.95,0.2423296,Neutral
ts236710,Extra Olympia Kyklos,SHOW,7,2020,5.4,0.16319111,Neutral
ts86183,WATATEN!: an Angel Flew Down to Me,SHOW,6.7,2019,5.92,0.349372,Positive
ts88446,Sarazanmai,SHOW,6.9,2019,5.6,0.06088023,Neutral
ts88981,Joshi Kausei,SHOW,5.1,2019,4.5,0.34972894,Positive
ts87468,Midnight Occult Civil Servants,SHOW,6.7,2019,5.44,0.286519,Neutral
ts88998,Yatogame-chan Kansatsu Nikki,SHOW,5.5,2019,4.65,0.15088329,Neutral
ts217605,Asteroid in Love,SHOW,6.7,2020,4.66,0.22255796,Neutral
ts249933,Ninja Collection,SHOW,5.3,2020,4.47,0.1720612,Neutral
ts89212,Strike Witches: 501st JOINT FIGHTER WING Take Off!,SHOW,5,2019,4.27,0.35530332,Positive
ts87519,Hitori Bocchi no Marumaru Seikatsu,SHOW,7.1,2019,6.26,0.16172335,Neutral
ts217479,Oda Cinnamon Nobunaga,SHOW,6.4,2020,5.32,0.14990647,Neutral
ts88971,Senryu Girl,SHOW,7,2019,5.81,0.14762759,Neutral
ts84638,Girly Air Force,SHOW,6.2,2019,5.95,0.07407317,Neutral
ts88996,NAMUAMIDABUTSU! -UTENA-,SHOW,5.7,2019,2.67,0.38238195,Positive
ts84968,The Magnificent KOTOBUKI,SHOW,6.8,2019,5.23,0.33710372,Positive
ts221689,Woodpecker Detective's Office,SHOW,6.8,2020,5.1,0.41614127,Positive
ts89577,Try Knights,SHOW,6,2019,4.47,0.22126216,Neutral
ts223490,The House Spirit Tatami-chan,SHOW,5,2020,3.26,0.18960518,Neutral
ts89557,Granbelm,SHOW,6.5,2019,5.51,0.28559607,Neutral
ts242952,Gibiate,SHOW,4.2,2020,2.35,0.032110706,Neutral
ts221309,22/7,SHOW,6.6,2020,5.23,-0.08690563,Neutral
ts253367,"With a Dog AND a Cat, Every Day Is Fun",SHOW,7,2020,5.24,0.4716563,Positive
ts85646,Meiji Tokyo Renka,SHOW,7.3,2019,6.3,-0.01668021,Neutral
ts254167,That is the Bottleneck,SHOW,5.4,2020,4.47,0.17181015,Neutral
ts84652,"How Clumsy you are, Miss Ueno.",SHOW,5.9,2019,4.78,0.5125174,Positive
ts221300,A Destructive God Sits Next to Me,SHOW,6.3,2020,5.06,0.030178126,Neutral
ts222695,Room Camp,SHOW,7.2,2020,5.67,0.34254432,Positive
ts86181,Grimms Notes: The Animation,SHOW,5.5,2019,5.11,0.12544142,Neutral
ts84635,W'z,SHOW,6.7,2019,5.08,0.22733627,Neutral
ts223648,Healin' Good♡Precure,SHOW,7.7,2020,6.54,0.09686973,Neutral
ts88987,Cinderella Nine,SHOW,5.4,2019,5.04,0.31313017,Positive
ts216452,Vlad Love,SHOW,5.6,2020,4.47,0.054732177,Neutral
ts217603,Null & Peta,SHOW,6.1,2019,4.69,0.25093368,Neutral
ts218633,Uchi Tama?! Uchi no Tama Shirimasen ka?,SHOW,6,2020,5.55,-0.07511761,Neutral
ts89211,Amazing Stranger,SHOW,5.6,2019,4.53,-0.09501117,Neutral
ts84653,Pastel Memories,SHOW,4.4,2019,3.65,0.30165395,Positive
ts84992,The Price of Smiles,SHOW,5.7,2019,4.53,0.25039253,Neutral
ts86184,Endro!,SHOW,7,2019,5.41,0.14242445,Neutral
ts223253,True Cooking Master Boy,SHOW,6.8,2019,4.87,0.40400434,Positive
ts236400,Umayon,SHOW,5.6,2020,5.04,0.6163452,Positive
ts236963,D4DJ First Mix,SHOW,8.1,2020,5.49,0.3968161,Positive
ts250796,Rail Romanesque,SHOW,5.7,2020,5.49,0.05846129,Neutral
ts283022,SPY x FAMILY,SHOW,9,2022,7.37,0.36570242,Positive
ts86068,Blade Runner: Black Lotus,SHOW,6.1,2021,5.67,0.105295554,Neutral
ts265144,Ranking of Kings,SHOW,8.7,2021,7.06,0.23256747,Neutral
ts286543,My Dress-Up Darling,SHOW,8.2,2022,6.9,0.044483602,Neutral
ts249912,Tokyo Revengers,SHOW,8.2,2021,7.1,0.16439569,Neutral
ts271380,ODDTAXI,SHOW,8.5,2021,7.09,0.16352734,Neutral
ts283078,The Greatest Demon Lord Is Reborn as a Typical Nobody,SHOW,7,2022,5.47,0.12945496,Neutral
ts224077,To Your Eternity,SHOW,8.6,2021,7.07,0.120702006,Neutral
ts314925,Birdie Wing -Golf Girls' Story-,SHOW,6.4,2022,2.96,0.058191624,Neutral
ts285780,The Case Study of Vanitas,SHOW,7.6,2021,6.51,0.15929541,Neutral
ts271378,Vivy -Fluorite Eye's Song-,SHOW,8.1,2021,6.79,0.36216158,Positive
ts251033,"Don't Toy With Me, Miss Nagatoro",SHOW,7.3,2021,6.45,0.35216403,Positive
ts285872,takt op.Destiny,SHOW,6.9,2021,5.66,0.5214391,Positive
ts237485,World's End Harem,SHOW,5.9,2021,5.09,0.19243309,Neutral
ts257700,Mushoku Tensei: Jobless Reincarnation,SHOW,8.4,2021,4.54,0.08606736,Neutral
ts251544,Fena: Pirate Princess,SHOW,7.1,2021,6.09,-0.011046906,Neutral
ts277386,Platinum End,SHOW,6.2,2021,5.88,0.07079788,Neutral
ts236473,Cells at Work! Code Black,SHOW,7.5,2021,6.32,0.1059105,Neutral
ts285023,AMAIM Warrior at the Borderline,SHOW,6,2021,5.01,0.21673162,Neutral
ts289859,Rust-Eater Bisco,SHOW,7,2022,3.63,0.14468439,Neutral
ts318255,Aoashi,SHOW,7.6,2022,3.74,-0.16026346,Neutral
ts300001,Miss Kuroitsu From the Monster Development Department,SHOW,6.5,2022,5.27,0.24950485,Neutral
ts254340,Requiem of the Rose King,SHOW,4.1,2022,3.49,0.11797325,Neutral
ts286865,KAGINADO,SHOW,6.6,2021,5.17,0.5186224,Positive
ts311031,Digimon Ghost Game,SHOW,7.4,2021,6.22,0.318889,Positive
ts225122,I've Been Killing Slimes for 300 Years and Maxed Out My Level,SHOW,6.4,2021,5.84,0.016827809,Neutral
ts272271,The Strongest Sage With the Weakest Crest,SHOW,6.2,2022,5.31,0.40790433,Positive
ts314532,Salaryman's Club,SHOW,8,2022,5.27,0.23744453,Neutral
ts261530,Backflip!!,SHOW,7.4,2021,5.69,0.23064505,Neutral
ts285174,Scarlet Nexus,SHOW,5.6,2021,5.13,0.25651655,Neutral
ts227438,Combatants Will Be Dispatched!,SHOW,6.7,2021,6.04,0.20613569,Neutral
ts304619,Ganbare Douki-chan,SHOW,6.3,2021,5.58,0.28746483,Neutral
ts255909,Shadows House,SHOW,7.3,2021,6.29,0.09539964,Neutral
ts286322,Obey Me!,SHOW,7.1,2021,3.31,0.1783048,Neutral
ts306013,The Slime Diaries: That Time I Got Reincarnated as a Slime,SHOW,6.9,2021,5.91,0.5822223,Positive
ts269508,Love of Kill,SHOW,6.5,2022,5.38,0.31905848,Positive
ts225135,Bottom-tier Character Tomozaki,SHOW,7,2021,5.93,0.22994013,Neutral
ts224456,Koikimo,SHOW,7.1,2021,5.67,-0.083012775,Neutral
ts225667,FreakAngels,SHOW,6,2022,3.6,-0.009813716,Neutral
ts225668,High Guardian Spice,SHOW,1.4,2021,2.13,0.1727045,Neutral
ts287030,The Great Jahy Will Not Be Defeated!,SHOW,6.8,2021,5.66,-0.052742925,Neutral
ts268936,WAVE!! -Let's go surfing!!-,SHOW,6.5,2021,4.79,0.42124796,Positive
ts280992,The Duke of Death and His Maid,SHOW,7.1,2021,3.65,0.14323287,Neutral
ts277823,Tropical-Rouge! Precure,SHOW,7.6,2021,3.49,0.0963473,Neutral
ts316284,Tales of Luminaria the Fateful Crossroad,SHOW,6.8,2022,3.05,0.43889618,Positive
ts285028,D_Cide Traumerei the Animation,SHOW,5.3,2021,4.96,0.2131695,Neutral
ts266630,Night Head 2041,SHOW,6.9,2021,5.82,0.20106418,Neutral
ts218796,Ex-Arm,SHOW,1.7,2021,3.28,0.0111456495,Neutral
ts314720,Sorairo Utility,SHOW,6.2,2021,2.82,0.3031182,Positive
ts260304,Otherside Picnic,SHOW,5.9,2021,3.1,0.20727141,Neutral
ts249499,Hortensia Saga,SHOW,5.3,2021,5.16,0.15509479,Neutral
ts272294,Joran: The Princess of Snow and Blood,SHOW,6.1,2021,5.3,0.14743595,Neutral
ts253411,Scar on the Praeter,SHOW,6,2021,4.7,0.09424036,Neutral
ts274718,SD Gundam World Heroes,SHOW,5,2021,2.31,0.29766208,Neutral
ts272460,Seven Knights Revolution: Hero Successor,SHOW,5.9,2021,5.48,0.172232,Neutral
ts236092,Kiyo in Kyoto: From the Maiko House,SHOW,7.4,2021,5.82,0.23104177,Neutral
ts223694,Back Arrow,SHOW,5.9,2021,5.5,0.19816293,Neutral
ts267874,I★Chu: Halfway Through the Idol,SHOW,6.5,2021,5.12,0.6820427,Positive
ts268254,ABCiee Working Diary,SHOW,5.6,2021,4.06,0.56211144,Positive
ts285889,GLOOMY The Naughty Grizzly,SHOW,4,2021,2.89,0.20243476,Neutral
ts255190,Idolls!,SHOW,4.7,2021,2.84,0.470598,Positive
